age_years,material_rating,vibration,displacement,strain,crack_width,anomaly_count,risk_score
28.715968794704825,3.076327140544872,10.254193416029022,4.834464367350471,568.6055632622576,1.9000734632628182,4,58.229445371521535
71.3528586743338,2.916727510518924,12.051880259274899,4.158292056200908,187.909089684133,2.915127582105303,1,64.2768119315551
55.16755169404398,1.1025682632257428,4.131784532491235,2.376657755080283,747.9156506838519,0.43781118442741235,14,51.59397948342637
45.30072783058071,2.3649913105046254,9.560674444301485,0.15106842653871336,540.4929912553932,0.45424038002913947,11,46.5296046298087
12.545379392740303,2.5207824751434282,8.790316755584357,4.02028985301643,175.7631068455634,1.9488642609740765,12,43.383569009257094
12.543594504878996,2.595291123587602,12.576040463429932,2.3564453096417206,819.8704459849655,3.312325286754298,0,67.38564260430377
5.29818730044676,3.320689476909329,13.638262376978277,5.903405575613227,464.6923706682565,1.45249215429764,8,56.21614102598668
65.09703478734521,3.134410186907514,0.6762731864221088,0.2891754956368196,108.318761497324,1.1442973508914323,14,26.8055157668234
45.48251086899745,3.4316203711737785,10.273288826352493,4.720139709315748,551.4663235320538,2.1234126311926005,1,61.06587929347538
53.397370756907364,4.059533046168513,1.2516190872360708,7.537646476297916,252.55912561024817,3.256570101907609,5,49.149057160671966
2.523252577889381,4.251942954864374,8.45845064362166,1.4778332101808462,692.954761501842,2.929247414956183,0,48.10188354723522
72.77332905998757,3.8724923049059776,4.670674571133334,3.8260309769297036,704.2576588529525,3.4841926375662697,0,63.83472335462851
62.600755419231206,4.822094783819739,4.948260693071047,0.8222337353553916,833.1578846837294,0.07899004120831982,8,42.69594721497713
16.713094190192436,1.0729303307054465,5.617898300059171,5.042887106864685,451.495624819603,0.3950035064946678,3,44.295168807113136
14.455047573325446,1.7831119427341844,9.508740511219347,4.449200276710182,413.9655037821897,2.133137171783177,8,54.00576227406785
14.571933729154102,1.0302514999125685,5.343724502197153,3.3181876412813756,652.7804843571845,2.872017537668474,10,55.63475472552598
23.51392597900579,3.589898856618412,11.124136233559065,4.218878469642555,155.97652507354127,0.9983551980736829,4,42.62736325945152
39.8319759407856,4.592122195799948,6.365647090821111,7.182939801905181,487.5324110344994,0.8372388081197657,6,48.123030813648505
32.963931379516566,1.973929186305197,1.4911214044944,1.6507249882574297,486.99808010468075,2.754415297834203,0,43.00169035006927
22.5509563746551,4.708138179185227,11.864517716019556,0.27825964247224316,121.57849824830977,0.19733648848631052,5,29.242177204786863
46.27711420945608,1.2410695611582434,4.643495706594237,6.907152589122898,384.38726840553085,1.2928392665390478,7,53.92796558375447
11.322545688251095,4.737744107222057,6.7751197541893085,4.659224950864461,732.6278388537615,1.7703322790731542,13,47.773502339009816
22.618703991606143,2.4064907489585377,10.438936306717572,7.136201798148555,734.9228975957283,1.961220360226132,0,67.48365306341157
28.110776403733187,1.405683313796866,5.320614278656325,4.815867264964063,129.39013193574482,2.5501530487747193,8,46.47908962698672
34.74917883206066,2.9434870367453025,1.3204920141273766,6.50027261068165,122.57670619826469,1.2419600320073039,2,34.68679298748282
59.103021143083005,2.0271062708820318,5.921855181685797,3.494419570505669,260.1563816015482,2.1443952063611254,0,50.98622567829054
15.77585987971862,2.1394916078476913,14.1945044490674,6.023893457177323,749.8128500431948,2.0488139797683473,0,71.68203724064266
39.05334844260726,2.2291598597051463,9.805148760829093,7.313027588429862,153.12206805879916,1.9166563522881148,12,56.608725068371406
44.838678095791145,4.212103591330654,10.2364476556745,4.619771413405429,625.997442101957,2.2416915259977426,13,60.99689510976036
4.437330541279832,3.156645106701018,9.668091227745778,1.5282026894427985,130.93249569048257,0.9080720987382671,10,31.447220934288055
45.95831904070644,2.2452307966240146,3.3853860149118336,2.2235011587385656,548.5102829982603,0.2962706375462014,5,40.06581712367998
13.618785152859573,3.4413351332436735,6.565841029483062,1.6692921574895059,334.8538392953158,0.417450852139102,10,30.361399321595616
